"Gene","Cluster","Cluster_Correlation","Is_Core_Gene"
"ENST00000655252.1|ENSG00000241860|chr1:167129-168165|-",1,0.967500191629919,TRUE
"ENST00000443772.2|LINC01409|chr1:807217-808378|+",1,0.862985908615671,TRUE
"ENST00000445118.7|LINC01128|chr1:853391-859446|+",1,0.968631612670547,TRUE
"ENST00000659124.2|LINC01128|chr1:856449-859332|+",1,0.989680818113301,TRUE
"ENST00000666741.1|LINC01128|chr1:856449-859408|+",1,0.995269110130669,TRUE
"ENST00000450390.6|UBE2J2|chr1:1253909-1255487|-",1,0.989659560708859,TRUE
"ENST00000349431.11|UBE2J2|chr1:1253912-1255487|-",1,0.989942596259555,TRUE
"ENST00000347370.6|UBE2J2|chr1:1253914-1255487|-",1,0.989587743286102,TRUE
"ENST00000488011.1|CPTP|chr1:1327241-1327471|+",1,0.98211616181402,TRUE
"ENST00000445648.5|MXRA8|chr1:1352692-1353332|-",1,0.984345647742824,TRUE
"ENST00000480479.5|CCNL2|chr1:1385711-1387582|-",1,0.995574645819969,TRUE
"ENST00000471930.5|CCNL2|chr1:1391153-1391553|-",1,0.996424274618609,TRUE
"ENST00000408918.8|CCNL2|chr1:1392288-1392803|-",1,0.707653851883997,FALSE
"ENST00000473872.5|CCNL2|chr1:1393080-1393460|-",1,0.756757606627004,FALSE
"ENST00000537107.6|ANKRD65|chr1:1418420-1419549|-",1,0.998723434878842,TRUE
"ENST00000442470.1|ANKRD65|chr1:1419138-1419549|-",1,0.979533807268308,TRUE
"ENST00000673477.1|ATAD3B|chr1:1495485-1497848|+",1,0.999169192905608,TRUE
"ENST00000658591.1|ENSG00000286989|chr1:1601193-1602703|+",1,0.921672425885127,TRUE
"ENST00000607222.1|ENSG00000272106|chr1:1613758-1615795|-",1,0.997598355754465,TRUE
"ENST00000475229.2|SLC35E2A|chr1:1731904-1732523|-",1,0.985935916337833,TRUE
"ENST00000342348.9|NADK|chr1:1752471-1753060|-",1,0.978986711086737,TRUE
"ENST00000378585.7|GABRD|chr1:2029983-2030758|+",1,0.764281971001735,FALSE
"ENST00000640067.1|GABRD|chr1:2029983-2030407|+",1,0.990115375889914,TRUE
"ENST00000638604.1|GABRD|chr1:2029983-2030741|+",1,0.837021707129877,TRUE
"ENST00000639935.1|GABRD|chr1:2025518-2025792|+",1,0.998874462668227,TRUE
"ENST00000640949.1|GABRD|chr1:2029983-2030656|+",1,0.963642287459786,TRUE
"ENST00000640030.1|GABRD|chr1:2029983-2030717|+",1,0.915604377187806,TRUE
"ENST00000639777.1|GABRD|chr1:2029983-2030712|+",1,0.927316135322077,TRUE
"ENST00000639070.1|GABRD|chr1:2029983-2030515|+",1,0.9639116755213,TRUE
"ENST00000378536.5|SKI|chr1:2306577-2310213|+",1,0.995029093190853,TRUE
"ENST00000469374.5|MORN1|chr1:2371165-2372591|-",1,0.971095053924323,TRUE
"ENST00000278878.6|PLCH2|chr1:2503922-2505276|+",1,0.988067536861597,TRUE
"ENST00000355716.5|TNFRSF14|chr1:2563148-2563829|+",1,0.972538134403155,TRUE
"ENST00000466750.5|TNFRSF14|chr1:2563148-2563826|+",1,0.972435639152185,TRUE
"ENST00000463835.5|TNFRSF14|chr1:2563148-2563504|+",1,0.99134129938881,TRUE
"ENST00000480305.1|TNFRSF14|chr1:2563148-2563452|+",1,0.977558404850567,TRUE
"ENST00000444521.6|PRXL2B|chr1:2589410-2590639|+",1,0.992154523566514,TRUE
"ENST00000419916.8|PRXL2B|chr1:2589410-2590639|+",1,0.992154523566514,TRUE
"ENST00000537325.6|PRXL2B|chr1:2589410-2589947|+",1,0.986548925217827,TRUE
"ENST00000378427.6|PRXL2B|chr1:2589410-2590639|+",1,0.992154523566514,TRUE
"ENST00000464043.5|PRXL2B|chr1:2589410-2589805|+",1,0.994231338941978,TRUE
"ENST00000484099.5|PRXL2B|chr1:2589410-2590639|+",1,0.992154523566514,TRUE
"ENST00000270722.10|PRDM16|chr1:3433677-3438621|+",1,0.968767907741503,TRUE
"ENST00000471223.1|WRAP73|chr1:3631886-3637098|-",1,0.899381716712797,TRUE
"ENST00000647817.1|TP73-AS1|chr1:3737166-3739407|-",1,0.969527731550967,TRUE
"ENST00000675334.1|CEP104|chr1:3813031-3815517|-",1,0.968034929512089,TRUE
"ENST00000338895.7|DFFB|chr1:3883507-3885420|+",1,0.983212079605864,TRUE
"ENST00000491998.5|DFFB|chr1:3883507-3885429|+",1,0.982527991056048,TRUE
"ENST00000679929.1|C1orf174|chr1:3890819-3891057|-",1,0.872736581303242,TRUE
"ENST00000378191.5|AJAP1|chr1:4782545-4792534|+",1,0.993147388804952,TRUE
"ENST00000428161.6|KCNAB2|chr1:6098485-6099119|+",1,0.999752601038793,TRUE
"ENST00000662815.1|KCNAB2|chr1:6097269-6101004|+",1,0.998118657667705,TRUE
"ENST00000234875.9|RPL22|chr1:6185020-6186816|-",1,0.98916586535467,TRUE
"ENST00000377893.3|GPR153|chr1:6247353-6250003|-",1,0.942887588723527,TRUE
"ENST00000647810.1|TNFRSF25|chr1:6461367-6461762|-",1,0.970478805732,TRUE
"ENST00000473343.5|TNFRSF25|chr1:6461367-6461762|-",1,0.970478805732,TRUE
"ENST00000351959.9|TNFRSF25|chr1:6461367-6461762|-",1,0.970478805732,TRUE
"ENST00000466813.1|ZBTB48|chr1:6588916-6589160|+",1,0.964489831385238,TRUE
"ENST00000377658.8|KLHL21|chr1:6590724-6593658|-",1,0.965544867815397,TRUE
"ENST00000496707.5|KLHL21|chr1:6593381-6593658|-",1,0.966966702188744,TRUE
"ENST00000461580.5|CAMTA1|chr1:6887654-6888150|+",1,0.497522620142647,FALSE
"ENST00000495233.5|CAMTA1|chr1:7766459-7767856|+",1,0.979290658128092,TRUE
"ENST00000377532.8|PER3|chr1:7842672-7843083|+",1,0.980508886871179,TRUE
"ENST00000613533.4|PER3|chr1:7842672-7843083|+",1,0.980508886871179,TRUE
"ENST00000493678.5|PARK7|chr1:7984894-7985505|+",1,0.997149791004967,TRUE
"ENST00000467067.1|ERRFI1|chr1:8013427-8015384|-",1,0.756707565645899,FALSE
"ENST00000469499.5|ERRFI1|chr1:8013739-8014396|-",1,0.999632496669702,TRUE
"ENST00000377346.9|PIK3CD|chr1:9726909-9728926|+",1,0.977407953882123,TRUE
"ENST00000253251.12|UBE4B|chr1:10179895-10180367|+",1,0.716245086602666,FALSE
"ENST00000672724.1|UBE4B|chr1:10179895-10181239|+",1,0.986528571489248,TRUE
"ENST00000377093.9|KIF1B|chr1:10303163-10308597|+",1,0.998142362830532,TRUE
"ENST00000676179.1|KIF1B|chr1:10376545-10381603|+",1,0.982679446063214,TRUE
"ENST00000263934.10|KIF1B|chr1:10376545-10377937|+",1,0.921420100159247,TRUE
"ENST00000377083.5|KIF1B|chr1:10303163-10306757|+",1,0.999913772993768,TRUE
"ENST00000377081.5|KIF1B|chr1:10378339-10381597|+",1,0.812659225204743,TRUE
"ENST00000620295.2|KIF1B|chr1:10378339-10381596|+",1,0.812659225204743,TRUE
"ENST00000641062.1|ENSG00000284642|chr1:10396833-10397363|+",1,0.857261385114736,TRUE
"ENST00000602486.1|CENPS|chr1:10430876-10431130|+",1,0.980548602653576,TRUE
"ENST00000356607.9|PEX14|chr1:10629531-10630758|+",1,0.972649846060793,TRUE
"ENST00000240185.8|TARDBP|chr1:11022124-11025492|+",1,0.685742975372001,FALSE
"ENST00000315091.7|TARDBP|chr1:11023193-11024183|+",1,0.988876240795176,TRUE
"ENST00000611136.4|TARDBP|chr1:11030179-11030430|+",1,0.988466011469709,TRUE
"ENST00000621573.1|TARDBP|chr1:11024064-11024273|+",1,0.981157600142077,TRUE
"ENST00000612387.1|TARDBP|chr1:11029902-11030528|+",1,0.978689771549596,TRUE
"ENST00000400897.8|MASP2|chr1:11026523-11027648|-",1,0.992595285874909,TRUE
"ENST00000649975.1|ENSG00000285833|chr1:11500803-11501387|-",1,0.964710985688795,TRUE
"ENST00000465901.1|FBXO2|chr1:11650547-11650834|-",1,0.974028962982383,TRUE
"ENST00000475435.5|FBXO44|chr1:11662625-11663117|+",1,0.990825344321196,TRUE
"ENST00000376672.5|MAD2L2|chr1:11674525-11674816|-",1,0.88423172035236,TRUE
"ENST00000476512.5|AGTRAP|chr1:11750077-11750326|+",1,0.983985750524217,TRUE
"ENST00000400895.6|AGTRAP|chr1:11750077-11750316|+",1,0.969730857374905,TRUE
"ENST00000376627.6|AGTRAP|chr1:11750077-11750578|+",1,0.980783946413172,TRUE
"ENST00000510878.1|AGTRAP|chr1:11750077-11750633|+",1,0.971713042793784,TRUE
"ENST00000376592.6|MTHFR|chr1:11789585-11790898|-",1,0.965493190545187,TRUE
"ENST00000376583.7|MTHFR|chr1:11789585-11790898|-",1,0.965493190545187,TRUE
"ENST00000376585.6|MTHFR|chr1:11789585-11790898|-",1,0.965493190545187,TRUE
"ENST00000641747.1|MTHFR|chr1:11789766-11790898|-",1,0.965528868267412,TRUE
"ENST00000423400.7|MTHFR|chr1:11790068-11790898|-",1,0.967345700973751,TRUE
"ENST00000641407.1|MTHFR|chr1:11790349-11790716|-",1,0.994650842704094,TRUE
"ENST00000641820.1|MTHFR|chr1:11790642-11790898|-",1,0.97606072433689,TRUE
"ENST00000312413.10|CLCN6|chr1:11840143-11843143|+",1,0.969024747938594,TRUE
"ENST00000346436.11|CLCN6|chr1:11840143-11843130|+",1,0.969040832895373,TRUE
"ENST00000444836.5|MFN2|chr1:12011496-12013514|+",1,0.936765687924319,TRUE
"ENST00000674817.1|MFN2|chr1:12011496-12013505|+",1,0.952415495577603,TRUE
"ENST00000675053.1|MFN2|chr1:12011496-12013500|+",1,0.95162290002315,TRUE
"ENST00000235329.10|MFN2|chr1:12011496-12013508|+",1,0.951414565937494,TRUE
"ENST00000675404.1|MFN2|chr1:12011496-12013503|+",1,0.951651542818122,TRUE
"ENST00000675043.1|MFN2|chr1:12011496-12013471|+",1,0.977300518854721,TRUE
"ENST00000466860.5|MIIP|chr1:12031722-12031975|+",1,0.96432764406454,TRUE
"ENST00000491134.5|PRDM2|chr1:13786515-13787067|+",1,0.989455628282029,TRUE
"ENST00000413440.5|PRDM2|chr1:13786515-13788079|+",1,0.995723971236414,TRUE
"ENST00000343137.8|PRDM2|chr1:13786515-13787657|+",1,0.981188212573223,TRUE
"ENST00000348549.9|CASP9|chr1:15492270-15493035|-",1,0.99951248998651,TRUE
"ENST00000400777.7|CASP9|chr1:15492366-15493035|-",1,0.568237640496158,FALSE
"ENST00000424908.5|CASP9|chr1:15492798-15493035|-",1,0.798882237164547,FALSE
"ENST00000616884.4|DNAJC16|chr1:15567778-15571699|+",1,0.999934389401317,TRUE
"ENST00000475133.5|DNAJC16|chr1:15567778-15571699|+",1,0.999934389401317,TRUE
"ENST00000495523.1|DNAJC16|chr1:15569653-15570281|+",1,0.984111504356321,TRUE
"ENST00000480945.6|DDI2|chr1:15659837-15669044|+",1,0.976991711466534,TRUE
"ENST00000375799.8|PLEKHM2|chr1:15733797-15734769|+",1,0.99880351014724,TRUE
"ENST00000477849.1|PLEKHM2|chr1:15733797-15734115|+",1,0.976282515288904,TRUE
"ENST00000375759.8|SPEN|chr1:15939296-15940456|+",1,0.963813178518456,TRUE
"ENST00000375599.8|CPLANE2|chr1:16231692-16232297|-",1,0.968930040086781,TRUE
"ENST00000457722.6|NECAP2|chr1:16458842-16459073|+",1,0.98247724288881,TRUE
"ENST00000591316.1|CROCCP3|chr1:16476930-16478437|-",1,0.912514412861582,TRUE
"ENST00000430580.6|NBPF1|chr1:16562319-16564186|-",1,0.993461240010247,TRUE
"ENST00000599069.5|NBPF1|chr1:16599589-16601843|-",1,0.98169136228283,TRUE
"ENST00000449853.2|NBPF1|chr1:16605406-16607691|-",1,0.967976091973521,TRUE
"ENST00000639481.1|CROCCP2|chr1:16618253-16619103|-",1,0.964741890251345,TRUE
"ENST00000640476.1|CROCCP2|chr1:16618256-16619103|-",1,0.964286177652209,TRUE
"ENST00000639456.1|CROCCP2|chr1:16618273-16619103|-",1,0.946296431477449,TRUE
"ENST00000419267.1|EIF1AXP1|chr1:16685621-16686055|-",1,0.999653993306554,TRUE
"ENST00000375499.8|SDHB|chr1:17018722-17018958|-",1,0.969763613179279,TRUE
"ENST00000485092.5|SDHB|chr1:17018752-17018958|-",1,0.965733879879126,TRUE
"ENST00000375341.8|ALDH4A1|chr1:18871430-18872957|-",1,0.967278847547837,TRUE
"ENST00000538839.5|ALDH4A1|chr1:18871432-18872957|-",1,0.967268713055147,TRUE
"ENST00000538309.5|ALDH4A1|chr1:18872733-18872957|-",1,0.995729676596189,TRUE
"ENST00000477853.6|EMC1|chr1:19215660-19219482|-",1,0.989632796565437,TRUE
"ENST00000691945.1|EMC1|chr1:19216805-19219482|-",1,0.95269189716366,TRUE
"ENST00000480380.1|EMC1|chr1:19216874-19219482|-",1,0.913571529552173,TRUE
"ENST00000375208.7|EMC1|chr1:19218148-19219482|-",1,0.984085259313817,TRUE
"ENST00000330263.5|MRTO4|chr1:19258681-19260128|+",1,0.99965655488764,TRUE
"ENST00000264202.8|CAPZB|chr1:19338775-19339617|-",1,0.664769951750082,FALSE
"ENST00000264203.7|CAPZB|chr1:19338776-19339617|-",1,0.666118219489869,FALSE
"ENST00000375142.5|CAPZB|chr1:19338823-19339617|-",1,0.608281669122823,FALSE
"ENST00000375120.4|OTUD3|chr1:19907570-19912945|+",1,0.941484915081834,TRUE
"ENST00000375099.4|UBXN10|chr1:20190547-20196050|+",1,0.939099610352542,TRUE
"ENST00000264198.5|MUL1|chr1:20499448-20501419|-",1,0.999996537172879,TRUE
"ENST00000415136.6|DDOST|chr1:20651767-20652528|-",1,0.994269182035178,TRUE
"ENST00000602624.7|DDOST|chr1:20651777-20652528|-",1,0.99382811129066,TRUE
"ENST00000438032.6|HP1BP3|chr1:20740266-20745091|-",1,0.971196298689958,TRUE
"ENST00000312239.10|HP1BP3|chr1:20742679-20745091|-",1,0.974366625068173,TRUE
"ENST00000375003.6|HP1BP3|chr1:20742682-20745091|-",1,0.974949627359675,TRUE
"ENST00000634778.1|EIF4G3|chr1:21175114-21176358|-",1,0.736479552069499,FALSE
"ENST00000649812.1|ECE1|chr1:21217281-21217978|-",1,0.964901704206966,TRUE
"ENST00000540617.5|ALPL|chr1:21577383-21578175|+",1,0.610532066438867,FALSE
"ENST00000374763.6|RAP1GAP|chr1:21596221-21597264|-",1,0.763542651812083,FALSE
"ENST00000611549.4|RAP1GAP|chr1:21596222-21597264|-",1,0.763542651812083,FALSE
"ENST00000695855.1|ENSG00000289694|chr1:22089943-22091559|+",1,0.991424098055134,TRUE
"ENST00000315554.14|CDC42|chr1:22089943-22090807|+",1,0.995201870940757,TRUE
"ENST00000374632.7|EPHB2|chr1:22913462-22914270|+",1,0.869677792457449,TRUE
"ENST00000302291.8|LUZP1|chr1:23084030-23089053|-",1,0.963630254738118,TRUE
"ENST00000476451.2|HNRNPR|chr1:23318483-23318688|-",1,0.963636308280056,TRUE
"ENST00000314011.9|ZNF436|chr1:23359448-23363221|-",1,0.998558875217261,TRUE
"ENST00000374608.3|ZNF436|chr1:23359975-23363221|-",1,0.998082857533094,TRUE
"ENST00000465372.5|ASAP3|chr1:23429532-23429930|-",1,0.976491271693558,TRUE
"ENST00000492982.6|ASAP3|chr1:23429627-23429930|-",1,0.972091583898819,TRUE
"ENST00000643754.2|RPL11|chr1:23696344-23696835|+",1,0.99184244394946,TRUE
"ENST00000246151.9|PITHD1|chr1:23787275-23788232|+",1,0.996099927287403,TRUE
"ENST00000374503.7|LYPLA2|chr1:23794682-23794955|+",1,0.99461874769619,TRUE
"ENST00000472213.1|LYPLA2|chr1:23794682-23795081|+",1,0.98501525734216,TRUE
"ENST00000647887.1|PNRC2|chr1:23961440-23963446|+",1,0.983633279977159,TRUE
"ENST00000334351.8|PNRC2|chr1:23961440-23963462|+",1,0.983668246470085,TRUE
"ENST00000484146.6|SRSF10|chr1:23967173-23967723|-",1,0.989632782667591,TRUE
"ENST00000374452.9|SRSF10|chr1:23967307-23967956|-",1,0.994780091765443,TRUE
"ENST00000466910.5|SRRM1|chr1:24647079-24647588|+",1,0.983024993674797,TRUE
"ENST00000374389.8|SRRM1|chr1:24672182-24672626|+",1,0.986342341099376,TRUE
"ENST00000431849.3|RSRP1|chr1:25244072-25245301|-",1,0.996829386186867,TRUE
"ENST00000374358.5|TMEM50A|chr1:25360660-25362249|+",1,0.967615339411551,TRUE
"ENST00000475314.5|MAN1C1|chr1:25783663-25783976|+",1,0.980627109821672,TRUE
"ENST00000361547.7|SELENON|chr1:25815548-25816749|+",1,0.966979138931512,TRUE
"ENST00000472643.5|MTFR1L|chr1:25829509-25829829|+",1,0.969040862857883,TRUE
"ENST00000513116.1|STMN1|chr1:25884181-25885869|-",1,0.999041862890288,TRUE
"ENST00000374280.4|EXTL1|chr1:26035165-26036464|+",1,0.664623719774134,FALSE
"ENST00000619836.4|PDIK1L|chr1:26121837-26125530|+",1,0.999827842486074,TRUE
"ENST00000374269.2|PDIK1L|chr1:26121837-26125555|+",1,0.999915709702221,TRUE
"ENST00000374271.8|PDIK1L|chr1:26121837-26125543|+",1,0.999903381790994,TRUE
"ENST00000451429.8|CEP85|chr1:26277136-26278808|+",1,0.992825998771906,TRUE
"ENST00000252992.8|CEP85|chr1:26277133-26278808|+",1,0.992294703282066,TRUE
